Index,Nombre1,Nombre2,Nombre3,Direccion1,Direccion2,Direccion3,Colonia,MunicipioDel,CP,EntreCalle1,EntreCalle2,Estado,NombComp
354,COMERCIALIZADORA GER,MINAL#SA DE CV,,CALZADA DE TLALPAN,2939,,EL RELOJ,COYOACAN,4640,COROLA,FRESNOS,CDMX,COMERCIALIZADORA GERMINAL SA DE CV
355,MAICO DE MEXICO SA D,E CV,,PUEBLA,163,B,ROMA NORTE,CUAUHTEMOC,6700,INSURGENTES,JALAPA,CDMX,MAICO DE MEXICO  SA DE CV
356,NEGOCIOS INTERNACION,ALES DELTA#SA DE CV,,CDA PIRAMIDE,15,,AHUIZOTLA SANTIAGO A,NAUCALPAN DE JUAREZ,53378,CALLE 1,CALLE GOBERNADOR,Estado de Mexico,NEGOCIOS INTERNACIONALES DELTA SA DE CV
357,HIGH CHIC MODA INTER,NACIONAL  SA DE CV,,20 DE NOVIEMBRE,107,C,CENTRO,CUAUHTEMOC,6090,MESONES,REGINA,CDMX,HIGH CHIC MODA INTERNACIONAL  SA DE CV
358,SISTEMAS INTEGRALES,EN CAMINOS SA DE CV,,PROLONGACION LAS FUENTES,1,,SANTA CRUZ BOMBATEVI,ATLACOMULCO,50486,CIRCUITO VIAL JORGE JIMEN,CARR A SAN LORENZO,Estado de Mexico,SISTEMAS INTEGRALES EN CAMINOS  SA DE CV
359,DISTRIBUIDORA DE IND,USTRIAS VARIAS SA DE,CV,HIDALGO,3,LT 41,MEXICO NUEVO,ATIZAPAN DE ZARAGOZA,52966,JULIAN ANGULO,BAJA CALIFORNIA,Estado de Mexico,DISTRIBUIDORA DE INDUSTRIAS VARIAS SA DE CV
360,CORPORATIVO AXO SA D,E CV,,MIGUEL HIDALGO,5,2,SAN FRANCISCO COAXUSCO,METEPEC,52140,MARIANO ZUIGA,PLAZUELA DE SAN FRANCISCO,Estado de Mexico,CORPORATIVO AXO  SA DE CV
361,SKY FORT SA DE CV,,,CALLE 8,67,A,ALCE BLANCO,NAUCALPAN DE JUAREZ,53370,NEGRA MODELO,ALCE BLANCO,Estado de Mexico,SKY FORT  SA DE CV
362,"AGROCRIBAS,SA DE CV",,,HERMANEGILDO GALEANA,176,LETRAB,LA LOMA,TLALNEPANTLA DE BAZ,54060,PALMA,ALMA,Estado de Mexico,"AGROCRIBAS, SA DE CV"
363,PUERTAS Y MOLDURAS D,E TAMPICO SA DE CV,,ALVARO OBREGON,105 SUR,,CIUDAD MADERO CENTRO,CIUDAD MADERO,89400,PRIMERO DE MAYO,EMILIANO CARRANZA,Tamaulipas,PUERTAS Y MOLDURAS DE TAMPICO  SA DE CV
364,DECSON SA DE CV,,,NORMAN E BOURLANG,76,,PRADOS DEL CENTENARI,HERMOSILLO,83260,SAHUARIPA,MOISES CANALE,Sonora,DECSON  SA DE CV
365,PROYECTOS Y CONSTRUC,CIONES ALHER SA DE C,V,LAZARO CARDENAS,240,,BENITO JUAREZ,CAJEME,85060,SIN,SIN,Sonora,PROYECTOS Y CONSTRUCCIONES ALHER  SA DE CV
366,PROCESADORA CORAL SA,DE CV,,CALLE 10MA,224,,EL SAUZAL,ENSENADA,22760,PARQUE,INDUSTRAIAL,Baja California,PROCESADORA CORAL SA DE CV
367,URBANIZADO Y PAVIMEN,TACION DE BAJA CALIF,ORNIA  SA DE CV,LA JOYITA,110,,COLINAS DE LA MESA,TIJUANA,22126,EL HERALDO,SOL DE BC,Baja California,URBANIZADO Y PAVIMENTACION DE BAJA CALIFORNIA  SA DE CV
368,PESQUERA BONNYMAR S,DE RL DE CV,,CALLE PRIMERA,249,LOC 5,EL SAUZAL,ENSENADA,22760,PRIMERA,SEGUNDA,Baja California,PESQUERA BONNYMAR S DE RL DE CV
369,COMERCIALIZADORA CAR,FELIX SA DE CV,,BLV PADRE FRANCISCO EUSEBIO KINO,44,,PITIC,HERMOSILLO,83150,ANTONIO VILLARREAL,GUILLERMO CARPENA,Sonora,COMERCIALIZADORA CARFELIX  SA DE CV
370,COMERCIALIZADORA VEY,CO#SA DE CV,,JALAPA,150,,INDEPENDENCIA,PUEBLA,72150,BLVD FORJADORES,CAMINO NACIONALNACIONAL,Puebla,COMERCIALIZADORA VEYCO SA DE CV
371,"COMERCIAL ALIMESA,SA",DE CV,,FRATERNIDAD,411,,UNIDAD VERACRUZANA,VERACRUZ,91710,,,Veracruz,"COMERCIAL ALIMESA, SA DE CV"
372,GRUPO DEHM  SA DE CV,,,VERACRUZ,609,,PETROLERA,COATZACOALCOS,96500,SINALOA,PUEBLA,Veracruz,GRUPO DEHM  SA DE CV
373,GRUPO DE SOCIEDADES,INTERNACIONALES SA D,E CV,CALLE LUCAS ALAMAN,136,A,OBRERA,CUAUHTEMOC,6800,5 DE FEBRERO,ISABEL LA CATOLICA,CDMX,GRUPO DE SOCIEDADES INTERNACIONALES  SA DE CV
374,IDEOPRESS SA DE CV,,,GRAL RAMON CORONA,43,,SAN MIGUEL,IZTACALCO,8650,2 CDA DE CHIMALPOPOCA,JULIO GARCIA,CDMX,IDEOPRESS  SA DE CV
375,ADME SOLUCIONES Y AU,TOMATIZACION SA DE C,V,C ETEN,689,,LINDAVISTA NORTE,GUSTAVO A MADERO,7300,MONTEVIDEO,OTAVALO,CDMX,ADME SOLUCIONES Y AUTOMATIZACION  SA DE CV
376,GESTION PROMOCION PU,BLICIDAD Y AVANCE IN,NOVADOR DOM SA DE CV,CDA MADRO#O,65,,XOTEPINGO,COYOACAN,4610,MUSEO,BAMBU,CDMX,GESTION PROMOCION PUBLICIDAD Y AVANCE INNOVADOR DOM  SA DE CV
377,"INDUSTRIAS SUCARNE,S",A DE CV,,TORNO,161,,SEVILLA,VENUSTIANO CARRANZA,15840,SOLES,MARES,CDMX,"INDUSTRIAS SUCARNE, SA DE CV"
378,"CONSTRUCCIONES, INGE",NIERIA E INNOVACION,AG2M SA DE CV,CALZADA MEXICO TACUBA 1523,ED COPEN,DEPTO302,ARGENTINA PONIENTE,MIGUEL HIDALGO,11230,INDEPENDENCIA,JUAREZ,CDMX,"CONSTRUCCIONES, INGENIERIA E INNOVACION AG2M  SA DE CV"
379,SERVICIO TECNICO EN,ACABADOS#SA DE CV,,MANUEL GONZALEZ 588 A,LOC F2,,ATLAMPA,CUAUHTEMOC,6450,GERANIO,PINOS,CDMX,SERVICIO TECNICO EN ACABADOS SA DE CV
380,"SERVIMARCO,SA DE CV",,,JUAN FRANCISCO,31,,SAN JUAN DE ARAGON,GUSTAVO A MADERO,7950,AV 412,CAMINO VIEJO A SAN JUAN,CDMX,"SERVIMARCO, SA DE CV"
381,"CLAUNI,SA DE CV",,,CALLE MEDICOS,207,,PANORAMA,LEON,37160,PANORAMA,MAESTROS,Guanajuato,"CLAUNI, SA DE CV"
382,POLYLICO SA DE CV,,,1 DE MAYO,3,,ALCE BLANCO,NAUCALPAN DE JUAREZ,53370,PLASTICOS,CALLE 3,Estado de Mexico,POLYLICO  SA DE CV
383,ENGLISH TEXTBOOKS SA,DE CV,,GABINO BARREDA,132,0,SAN RAFAEL,CUAUHTEMOC,6470,ANTONIO CASO,JAMES SULLIVAN,CDMX,ENGLISH TEXTBOOKS SA DE CV
384,PAPELERIA Y MERCERIA,OLIVO SA DE CV,,ESPERANZA,39,2C,AZCAPOTZALCO# CENTRO,AZCAPOTZALCO,2000,RAYON,AV AZCAPOTZA,CDMX,PAPELERIA Y MERCERIAOLIVO  SA DE CV
385,PROVEEDORA DE MATERI,AS PRIMAS Y PLASTICO,S SA DE CV,JOSE MARIA COSS,80,,CENTRO,APATZINGAN,60600,#,#,Michoacan,PROVEEDORA DE MATERIAS PRIMAS Y PLASTICOS  SA DE CV
386,PHILADELPHIA DE SAN,JUAN#SA DE CV,,VIOLETAS,5,,FRACC VALLE DE ORO,SAN JUAN DEL RIO,76802,,,Queretaro,PHILADELPHIA DE SAN JUAN SA DE CV
387,EQUIPOS Y MATERIALES,EUROPEOS SA CV,,NARANJOS,106,,JARDIN,SAN LUIS POTOSI,78270,CUAHUTEMOC,CARRANZA,San Luis Potosi,EQUIPOS Y MATERIALESEUROPEOS SA CV
388,GMC MOVIFON SA DE CV,,,BLVD ADOLFO LOPEZ MATEOS,1902,H 15,PE#ITAS,LEON,37180,ALUD,AGUA AZUL,Guanajuato,GMC MOVIFON  SA DE CV
389,"DEHYCKRON,SA DE CV",,,RINCON DE ROMOS,419,,SAN JOSE DEL ARENAL,AGUASCALIENTES,20130,CALLE A,CALLE B,Aguascalientes,"DEHYCKRON, SA DE CV"
390,HOTEL PLAZA INDEPEND,ENCIA SA DE CV,,INDEPENDENCIA,123,,VILLAHERMOSA CENTRO,CENTRO,86000,,,Tabasco,HOTEL PLAZA INDEPENDENCIA  SA DE CV
391,CONSTRUCTORA CRUZHER,SA DE CV,,NI#OS HEROES,LOCAL3,A,CENTRO,COMALCALCO,86670,CARR A JALPA,16 DE SEP,Tabasco,CONSTRUCTORA CRUZHER SA DE CV
392,TRACTORES Y EQUIPOS,ESPECIALIZADOS DE UR,UAPAN SA DE CV,RAFAEL RAMIREZ,7784 A,,MOVIMIENTO MAGISTERIAL,URUAPAN,60190,OTILIO MONTA#O,A 100 MTS DE PURIFICADORA,Michoacan,TRACTORES Y EQUIPOS ESPECIALIZADOS DE URUAPAN  SA DE CV
393,"ESTUDIOS ATLALLI,SA",DE CV,,LUIS DE MOLINA,163,,LAS LOMAS 1A SECCION,SAN LUIS POTOSI,78210,ANAHUAC,MARIANO AVILA,San Luis Potosi,"ESTUDIOS ATLALLI, SA DE CV"
394,DISCIP SA DE CV,,,JESUS TERAN,20,A,BARRIO DE LA SALUD,IRAPUATO,36510,MOCTEZUMA,GUERRERO,Guanajuato,DISCIP  SA DE CV
395,PAPAS Y HORTALIZAS A,LTAMIRA SA DE CV,,CALLE SEXTA OTE,313,,CENTRO DE ABASTOS,SAN LUIS POTOSI,78390,TERCERA,JOSE DE GALVEZ,San Luis Potosi,PAPAS Y HORTALIZAS ALTAMIRA  SA DE CV
396,CORPORATIVO INTELTEX,#SA DE CV,,AQUILES ELORDUY,21,,DEL RECREO,AZCAPOTZALCO,2070,UNO,DOS,CDMX,CORPORATIVO INTELTEX SA DE CV
397,REFACCIONES AGROINDU,STRIALES BANMAN SA D,E CV,CONOCIDO KM 28MAS 300 CARR ALVARO OBREGON,SIN NUME,,CAMPO 8 1 2,CUAUHTEMOC,31608,SOBRE EL CORREDOR,COMERCIAL,Chihuahua,REFACCIONES AGROINDUSTRIALES BANMAN  SA DE CV
398,GLAMUR EN JOYAS SA D,E CV,,AV FRANCISCO I MADERO,61,LOC 7,CENTRO,CUAUHTEMOC,6000,,,CDMX,GLAMUR EN JOYAS  SA DE CV
399,IMPO GLOBO SA DE CV,,,BLVD COMERCIAL INTERLOMAS,5,22,INTERLOMAS,HUIXQUILUCAN,52787,DENTRO CTRO COM INTERLOMA,DENTRO CTRO COM INTERLOMA,Estado de Mexico,IMPO GLOBO  SA DE CV
400,"IMPER DE IZTAPALAPA,",SA DE CV,,AV ERMITA IZTAPALAPA,133 C,,COL RICARDO FLORES MAGON,IZTAPALAPA,9820,PUENTE TITLA,ERMITA IZTAPALAPA,CDMX,"IMPER DE IZTAPALAPA, SA DE CV"
401,GRUPO CONSTRUCTOR GA,VEL  SA DE CV,,CAMINO SAN PABLO,5844,,AMPLIACION TEPEPAN,XOCHIMILCO,16029,BETANCOURT,JALPILLO,CDMX,GRUPO CONSTRUCTOR GAVEL  SA DE CV
402,DRM ACEROS INTERNACI,ONAL SA DE CV,,AVE DE LAS GRANJAS,20,201 A,LAS COLONIAS,ATIZAPAN DE ZARAGOZA,52953,,,Estado de Mexico,DRM ACEROS INTERNACIONAL  SA DE CV
403,PRINCIPIO ECOLOGICO,SA DE CV,,LUIS PASTEUR SUR,261,,MERCURIO,QUERETARO,76040,PASTEUR,JOSE FRONTERA,Queretaro,PRINCIPIO ECOLOGICO  SA DE CV
404,RTL CONSULT SA DE CV,,,MORELOS,70,101,DEL CARMEN,COYOACAN,4100,MALINTZIN,XICOTENCATL,CDMX,RTL CONSULT  SA DE CV
405,TERMOFORMADOS Y ACAB,ADOS SA DE CV,,SALVADOR DIAS MIRON,65,LOCAL C,ZAPOTITLAN,TLAHUAC,13209,123,456,CDMX,TERMOFORMADOS Y ACABADOS  SA DE CV
406,"D KORA AMBIENTE, SA",DE CV,,AV DIV DEL NTE,308,,DEL VALLE CENTRO,BENITO JUAREZ,3100,,,CDMX,"D KORA AMBIENTE,  SA DE CV"
407,SERVICIOS DINESA SA,DE CV,,PROTASIO TAGLE,81,,SAN MIGUEL CHAPULTEPEC I SECC,MIGUEL HIDALGO,11850,GRAL JOSE MA TORNEL,GRAL LEON,CDMX,SERVICIOS DINESA  SA DE CV
408,1T TRENDS SA DE CV,,,PEDRO MASCAGNI,3,,EX#HIPODROMO DE PERA,CUAUHTEMOC,6250,ADELINA PATTI,CALZ DE LOS MISTERIOS,CDMX,1T TRENDS  SA DE CV
409,UNIDOS TRANSPORT & L,OGISTIC MEXICO SA DE,CV,CRT A SAHUARIPA,1015,L B12 A,PARQUE INDUSTRIAL HE,HERMOSILLO,83299,CARRETERA A LA  COLORADA,CARR A  LA COLORADA,Sonora,UNIDOS TRANSPORT & LOGISTIC MEXICO SA DE CV
410,CONSTRUCTORA TEXCOCA,NA DE CALIDAD SA DE,CV,BRESO,61,,EL TEJOCOTE,TEXCOCO,56265,,,Estado de Mexico,CONSTRUCTORA TEXCOCANA DE CALIDAD  SA DE CV
411,ASESORIA Y VENTA DE,EQUIPO Y HERRAMIENTA,SA DE CV,BLVD MANUEL AVILA CAMACHO,1903,402,CIUDAD SATELITE,NAUCALPAN DE JUAREZ,53100,NO MENCIONA,,Estado de Mexico,ASESORIA Y VENTA DE EQUIPO Y HERRAMIENTA SA DE CV
412,GASTRONOMICA RIOS SA,DE CV,,MADRID,21,316,TABACALERA,CUAUHTEMOC,6030,CALLE 1,,CDMX,GASTRONOMICA RIOS SA DE CV
413,ENFOQUE EN SINERGIAS,APLICADAS SA DE CV,,TRES ZAPOTES,109,,LETRAN VALLE,BENITO JUAREZ,3650,MIGUEL LAURENT,PILARES,CDMX,ENFOQUE EN SINERGIASAPLICADAS  SA DE CV
414,CORPORACION EXITO PA,RA SU EXITO SA DE CV,,COAHUILA,184,,ROMA NORTE,CUAUHTEMOC,6700,MEDELLIN,MANZANILLO,CDMX,CORPORACION EXITO PARA SU EXITO  SA DE CV
415,LLENA ERES DE GRACIA,S DE RL DE CV,,ARIZONA,59,PISO 1,NAPOLES,BENITO JUAREZ,3810,NEBRASKA,INDIANAPOLIS,CDMX,LLENA ERES DE GRACIAS DE RL DE CV
416,SERVICIOS CORPORATIV,OS MORALES SA DE CV,,CLL 10 DE SEPTIEMBRE,MZ 34,LT 15,19 DE SEPTIEMBRE,ECATEPEC DE MORELOS,55050,PALOMAS,11 DE SEPTIEMBRE,Estado de Mexico,SERVICIOS CORPORATIVOS MORALES  SA DE CV
417,INTEGRACION DE TECNO,LOGIAS Y PROYECTOS,SA DE CV,EJ TOMATLAN,77,,EX EJ DE SAN FRANCISCO CULH,COYOACAN,4420,EJ CHURUBUSCO,EJ CANDERIA,CDMX,INTEGRACION DE TECNOLOGIAS Y PROYECTOS  SA DE CV
418,SISTEMAS GEOINFORMAT,ICOS SA DE CV,,SAN FRANCISCO,657 A,DESPACHO,DEL VALLE,BENITO JUAREZ,3100,FRANCIA,JUVENTINO ROSAS,CDMX,SISTEMAS GEOINFORMATICOS  SA DE CV
419,"NOWY STYL DE MEXICO,",SA DE CV,,AVE DEL ROSAL,25,,TLACUITLAPA,ALVARO OBREGON,1650,PUNTA DE CEHUAYO,CDA DEL ROSAL,CDMX,"NOWY STYL DE MEXICO, SA DE CV"
420,"ESMASA,SA DE CV",,,PUENTE DE GUERRA,64,,TIERRA NUEVA,AZCAPOTZALCO,2130,TIERRA NUEVA,AV DEL ROSARIO,CDMX,"ESMASA, SA DE CV"
421,CRONO LOGICS TRANSPO,RTE SA DE CV,,GASODUCTO,109,,REYNOSA TAMAULIPAS,AZCAPOTZALCO,2200,AV DE LAS GRANJAS,ACALOTENCO,CDMX,CRONO LOGICS TRANSPORTE  SA DE CV
422,LAMPERSA INDUSTRIAL,SA DE CV,,AV LAS GRANJAS,538,BODEGA 6,SANTO TOMAS,AZCAPOTZALCO,2020,ANT CALZADA DE GPE,SANTO TOMAS,CDMX,LAMPERSA INDUSTRIAL  SA DE CV
423,TECNORAMP SA DE CV,,,VIVEROS DE LA COLINA,66,,VIVEROS DE LA LOMA,TLALNEPANTLA,54080,VIVEROS DE ASIS,VIVEROS DE COCOYOC,Estado de Mexico,TECNORAMP  SA DE CV
424,"ENTEBI HERMANOS,SA D",E CV,,COLECTOR 13 NO 280 L 234,84,PISO 2,MAGDALENA DE LAS SALINAS,GUSTAVO A MADERO,7760,1,2,CDMX,"ENTEBI HERMANOS, SA DE CV"
425,515 ESTRATEGY S DE R,L DE CV,,MONTE ATHOS,114,########,LOMAS DE CHAPULTEPEC I SECCION,MIGUEL HIDALGO,11000,FRAYPAYO DE RIVERA,AGUIAR DE MENDOZA,CDMX,515 ESTRATEGY S DE RL DE CV
426,GRUPO EMPRESARIAL CI,RCULO DE ARENA SA DE,CV,AV LINDAVISTA,251,LOC 1Y2,LINDAVISTA NTE,GUSTAVO A MADERO,7300,CUZCO,RIO BAMBA,CDMX,GRUPO EMPRESARIAL CIRCULO DE ARENA SA DE CV
427,CUMHISA SA DE CV,,,MANUEL E IZAGUIRRE EDIF19,PISO 5,502,CIUDAD SATELITE,NAUCALPAN,53100,AVE,CALLE,Estado de Mexico,CUMHISA  SA DE CV
428,JV DISTRIBUCIONES SA,DE CV,,ASTURIAS,128,,ALAMOS,BENITO JUAREZ,3400,,,CDMX,JV DISTRIBUCIONES SA DE CV
429,MET-EMY SA DE CV,,,HACIENDA Y CREDITO PUBLICO,4 ALTOS8,8,FEDERAL,VENUSTIANO CARRANZA,15700,AV PLAZA DEL EJECUTIVO,SUPREMA CORTE DE JUSTICIA,CDMX,MET-EMY  SA DE CV
430,"MACROGRAPHICS,S.A. D",E C#V#,,AVENA,410,,GRANJAS,IZTACALCO,8400,RIO CHURUBUSCO,GOMA,CDMX,"MACROGRAPHICS, SA DE CV"
431,WORLD BUSSINES PAYRE,LO  SA DE CV,,DONIZETTI,194,,VALLEJO,GUSTAVO A MADERO,7870,DAN,HOLB,CDMX,WORLD BUSSINES PAYRELO  SA DE CV
432,GRUPO PRE MEX SA DE,CV,,CIRCUITO BAHAMAS,390,,LOMAS ESTRELLA,IZTAPALAPA,9880,TLAHUAC,CALLE REFORMA,CDMX,GRUPO PRE MEX  SA DE CV
433,VANTYC SA DE CV,,,CALLE LL,EDIF# 2,4,ALIANZA POPULAR REVO,COYOACAN,4800,UNO,DOS,CDMX,VANTYC  SA DE CV
434,GEOEVALUACIONES Y PE,RFORACIONES SA DE CV,,PROLONGACION DIVISION DEL NORTE 4019,EDIF#A,204,EL PARQUE DE COYOACAN,COYOACAN,4899,CALZ# DE L HUESO,CAL# DE LAS BOMBAS,CDMX,GEOEVALUACIONES Y PERFORACIONES  SA DE CV
435,CONSULTORIA INTEGRAL,EN SISTEMAS Y FINAN,ZAS#SA DE CV,DE LOS DURAZNOS,149 A,5,PASEOS DE TAXQUE#A,COYOACAN,4250,PASEOS,TAXQUE#A,CDMX,CONSULTORIA INTEGRALEN SISTEMAS Y FINAN ZAS SA DE CV
436,SERVICIOS FISCALES A,DMINISTRATIVOS ROCA,SA DE CV,F MZ II,24,,EDUCACION,COYOACAN,4400,AV AMACUZAC,CALLE G,CDMX,SERVICIOS FISCALES ADMINISTRATIVOS ROCA  SA DE CV
437,SOFTWORKS AES SA DE,CV,,AV PASEO DE LA REFORMA,300,PSO 17,JUAREZ,CUAUHTEMOC,6600,AMBERES,ESTOCOLMO,CDMX,SOFTWORKS AES  SA DE CV
438,ALTERLAT ENERGIA ALT,ERNATIVA DE LATINOAM,ERICA  SA DE CV,PAFNUNCIO PADILLA,26,PSO 3,CIUDAD SATELITE,NAUCALPAN DE JUAREZ,53100,CARLOS ARELLANO,MANUEL IZAGUIRRE,Estado de Mexico,ALTERLAT ENERGIA ALTERNATIVA DE LATINOAMERICA  SA DE CV
439,COMERCIALIZADORA TOP,VISION SA DE CV,,VIVEROS DE ASIS,123,3,VIVEROS DE LA LOMA,TLALNEPANTLA DE BAZ,54080,VIVEROS DE COCOYOC,VIVEROS DE LA COLINA,Estado de Mexico,COMERCIALIZADORA TOPVISION  SA DE CV
440,"OPERTEL,SA DE CV",,,AV CEYLAN,9,,TEQUEXQUINAHUAC,TLALNEPANTLA DE BAZ,54020,PERIFERICO,CEYLAN,Estado de Mexico,"OPERTEL, SA DE CV"
441,SEGURIDAD PRIVADA VP,G SA DE CV,,PEREJIL,694,,VILLA DE LAS FLORES 2A SECCION,COACALCO DE BERRIOZABAL,55710,,,Estado de Mexico,SEGURIDAD PRIVADA VPG  SA DE CV
442,"LUMAIRE,SA DE CV",,,IGNACIO MORONES PRIETO,4040,SN,ESMERALDA,GUADALUPE,67140,GUADALUPE PONIENTE,BETTY LEAL,Nuevo Leon,"LUMAIRE, SA DE CV"
443,GRUPO WK + KO SA DE,CV,,VICENTE GARCIA TORRES,178,,BARRIO SAN LUCAS,COYOACAN,4030,AMERICAA,CERRADA DE ANTIGUA TAXQUE,CDMX,GRUPO WK + KO  SA DE CV
444,FERRE ACEROS FAES SA,DE CV,,NTE 15,94,,SAN CARLOS,ECATEPEC DE MORELOS,55080,OTE 9,OTE 10,Estado de Mexico,FERRE ACEROS FAES SA DE CV
445,SISTEMAS DE ECOTECNI,AS AMBIENTALES  SA D,E CV,OTE 107,2301,,LA JOYITA,GUSTAVO A MADERO,7860,FERROCARRIL HIDALGO,NTE 48,CDMX,SISTEMAS DE ECOTECNIAS AMBIENTALES  SA DE CV
446,SEGURIDAD PRIVADA DE,PROTECCION Y VIGILA,NCIA AZTECA SA DE CV,ROBLE,18,,JARDINES DE ECATEPEC,ECATEPEC DE MORELOS,55040,ALAMO,CDA ROBLE,Estado de Mexico,SEGURIDAD PRIVADA DEPROTECCION Y VIGILA NCIA AZTECA  SA DE CV
447,TRASLADOS PREMIER SA,DE CV,,INSURGENTES NORTE,1501,202,TEPEYAC INSURGENTES,GUSTAVO A MADERO,7020,EUSCARO,OXXO,CDMX,TRASLADOS PREMIER SA DE CV
448,FIERROS Y CEMENTOS D,E ORIENTE SA DE CV,,AVENIDA TLAHUAC,5677,,LOS OLIVOS,TLAHUAC,13210,ESCORPENA,COCODRILO,CDMX,FIERROS Y CEMENTOS DE ORIENTE  SA DE CV
449,LUBECON DE MEXICO SA,DE CV,,AV SAN JERONIMO,1978,,EL TORO,LA MAGDALENA CONTRERAS,10610,DALIA,AZUCENA,CDMX,LUBECON DE MEXICO SA DE CV
450,DIJE INGENIERIA Y CO,NSTRUCCION SA DE CV,,DZITAS,MZ 986,LT 26,PEDREGAL DE SAN NICO,TLALPAN,14100,FERROCARRIL DE CUERNAVACA,ENCINOS,CDMX,DIJE INGENIERIA Y CONSTRUCCION  SA DE CV
451,CANOQUIMIA  SA DE CV,,,CARR FEDERAL LAS ANIMAS,KM 3 9,,COYOTEPEC,COYOTEPEC,54660,,,Estado de Mexico,CANOQUIMIA  SA DE CV
452,MANTENIMIENTO Y LIMP,IEZA SOMIZA SA DE CV,,ALFONSO REYES,68,SN,HIPODROMO CONDESA,CUAUHTEMOC,6170,TAMAULIPAS,DIAGONAL PATRIOTISMO,CDMX,MANTENIMIENTO Y LIMPIEZA SOMIZA  SA DE CV
453,LLANTERA MULTIMARCAS,SA DE CV,,AV URANO,MZ 18,LT 2,LA ESTRELLA,ECATEPEC DE MORELOS,55210,GYHT,FRDE,Estado de Mexico,LLANTERA MULTIMARCAS SA DE CV
454,"PROCEMEC,SA DE CV",,,AV BENITO JUAREZ,46,,BARRIO TLACATECO,TEPOTZOTLAN,54605,MARIANO GALVAN,MIGUEL CABRERA,Estado de Mexico,"PROCEMEC, SA DE CV"
455,AG SERVER SA DE CV,,,CERRADA DEL JARDIN,109,0,CHACON,MINERAL DE LA REFORMA,42186,VENUSTIANO CARRANZA,VIEJA LA PROVIDENCIA,Hidalgo,AG SERVER  SA DE CV
456,PLASTICOS Y METALES,ROHA S DE RL DE CV,,CDA ROSENDO ARNAIZ,SN,,SAN MARTIN DE LAS PI,SAN MARTIN DE LAS PIRAMIDES,55850,CARRETERA,MEXICO TULANCINGO,Estado de Mexico,PLASTICOS Y METALES ROHA S DE RL DE CV
457,AUTO TURISMO EXPRESS,CALIFORNIA#SA DE CV,,CALLE 12,3,,EL SOL,NEZAHUALCOYOTL,57200,CALLE 13,CALLE 12,Estado de Mexico,AUTO TURISMO EXPRESSCALIFORNIA SA DE CV
458,GRUPO DE SERVICIOS P,ARA FLOTILLAS  SA DE,CV,CARR FEDERAL MEXICO TEXCOCO,KM 29 5,,SAN VICENTE CHICOLOAPAN DE JUA,CHICOLOAPAN,56370,CAM VIEJO A CHIMALHUACAN,CARR MEX TEX,Estado de Mexico,GRUPO DE SERVICIOS PARA FLOTILLAS SA DE CV
459,FARLIV SA DE CV,,,16 DE SEPTIEMBRE,28,,SANTA MARIA CHIMALHU,CHIMALHUACAN,56330,NEZAHUALCOYOTL,CORREGIDORA,Estado de Mexico,FARLIV  SA DE CV
460,GUIZAR BIENES RAICES,#SA DE CV,,AV PATRIOTISMO,553,PISO,CIUDAD DE LOS DEPORTES,BENITO JUAREZ,3710,,,CDMX,GUIZAR BIENES RAICES SA DE CV
461,COMERCIALIZADORA EL,VEDAT SA DE CV,,BUEN TONO,180,,INDUSTRIAL,GUSTAVO A MADERO,7800,,,CDMX,COMERCIALIZADORA EL VEDAT  SA DE CV
462,CENTRO DE ACABADOS L,ASGUR SA DE CV,,MIGUEL LAURENT,1052,,LETRAN VALLE,BENITO JUAREZ,3650,,,CDMX,CENTRO DE ACABADOS LASGUR  SA DE CV
463,CREACIONES MONSITO S,A DE CV,,MONUMENTO A LA REVOLUCION,80,,METROPOLITANA SEGUNDA SECCION,NEZAHUALCOYOTL,57740,ESCALERILLAS,INDIO TRISTE,Estado de Mexico,CREACIONES MONSITO  SA DE CV
464,MDZ NOVEDADES  SA DE,CV,,AV CARMELO PEREZ,594,,BENITO JUAREZ LA AURORA,NEZAHUALCOYOTL,57000,AV CHIMALHUACAN,4TA AV,Estado de Mexico,MDZ NOVEDADES SA DE CV
465,RH ROBLES SA DE CV,,,TOKIO,714,6,PORTALES SUR,BENITO JUAREZ,3300,UNO,DOS,CDMX,RH ROBLES  SA DE CV
466,VISPLUSIN SA DE CV,,,28 A,14,SN,SAN JOSE DE LA ESCAL,GUSTAVO A MADERO,7630,UNO,DOS,CDMX,VISPLUSIN  SA DE CV
467,GRUPO REFACCIONARIO,MOR DIESEL SA DE CV,,CALZADA TICOMAN,1150,,TICOMAN,GUSTAVO A MADERO,7329,,,CDMX,GRUPO REFACCIONARIO MOR DIESEL  SA DE CV
468,GRUPO PASTELANDIA SA,DE CV,,LAMARTINE,160,101,CHAPULTEPEC MORALES,MIGUEL HIDALGO,11570,HOMERO,EJERCITO NACIONAL,CDMX,GRUPO PASTELANDIA SA DE CV
469,SERVICIOS ESPECIALIZ,ADOS DUNA#SA DE CV,,DE LAS AGUILAS,1731,,LOMAS DE GUADALUPE,ALVARO OBREGON,1720,AGUILAS,AGUILAS,CDMX,SERVICIOS ESPECIALIZADOS DUNA SA DE CV
470,PAPER & SUPPLIES MEX,ICO SA DE CV,,RENACIMIENTO 120,EDI 3,707,AMPL PETROLERA,AZCAPOTZALCO,2480,EJE 3 NORTE,HIDALGO,CDMX,PAPER & SUPPLIES MEXICO  SA DE CV
